Date,Temperature,Wind_Speed,Humidity,Precipitation,City,Year,Month,Season
2015-02-26,13.1,4.6,40.0,0.0,Delhi,2015,2,Winter
2015-02-27,10.9,6.8,40.0,0.0,Delhi,2015,2,Winter
2015-02-28,15.9,9.3,40.0,0.0,Delhi,2015,2,Winter
2015-03-01,16.0,11.9,32.7,0.0,Delhi,2015,3,Spring
2015-03-02,14.1,6.1,32.7,0.0,Delhi,2015,3,Spring
2015-03-03,16.6,7.3,32.7,0.0,Delhi,2015,3,Spring
2015-03-04,13.5,3.6,32.7,0.0,Delhi,2015,3,Spring
2015-03-05,19.0,3.2,32.7,0.0,Delhi,2015,3,Spring
2015-03-06,13.4,11.3,32.7,0.0,Delhi,2015,3,Spring
2015-03-07,17.6,13.4,32.7,0.0,Delhi,2015,3,Spring
2015-03-08,13.3,7.7,32.7,0.0,Delhi,2015,3,Spring
2015-03-09,16.9,12.0,32.7,0.0,Delhi,2015,3,Spring
2015-03-10,20.8,9.4,32.7,0.0,Delhi,2015,3,Spring
2015-03-11,18.2,5.4,32.7,0.0,Delhi,2015,3,Spring
2015-03-12,15.8,9.4,32.7,0.0,Delhi,2015,3,Spring
2015-03-13,17.4,14.2,32.7,0.0,Delhi,2015,3,Spring
2015-03-14,17.5,7.9,32.7,0.0,Delhi,2015,3,Spring
2015-03-15,18.4,14.3,32.7,0.0,Delhi,2015,3,Spring
2015-03-16,14.8,0.0,32.7,0.0,Delhi,2015,3,Spring
2015-03-17,18.7,11.3,32.7,0.0,Delhi,2015,3,Spring
2015-03-18,12.1,8.3,32.7,0.0,Delhi,2015,3,Spring
2015-03-19,16.2,6.8,32.7,0.0,Delhi,2015,3,Spring
2015-03-20,16.5,8.4,32.7,0.0,Delhi,2015,3,Spring
2015-03-21,18.8,0.0,32.7,0.0,Delhi,2015,3,Spring
2015-03-22,17.5,7.1,32.7,0.0,Delhi,2015,3,Spring
2015-03-23,14.7,9.4,32.7,0.0,Delhi,2015,3,Spring
2015-03-24,15.5,13.9,32.7,0.0,Delhi,2015,3,Spring
2015-03-25,17.9,5.9,32.7,0.0,Delhi,2015,3,Spring
2015-03-26,17.3,4.8,32.7,0.0,Delhi,2015,3,Spring
2015-03-27,16.3,6.0,32.7,0.0,Delhi,2015,3,Spring
2015-03-28,16.5,11.7,32.7,0.0,Delhi,2015,3,Spring
2015-03-29,18.9,9.3,32.7,0.0,Delhi,2015,3,Spring
2015-03-30,16.5,5.9,32.7,0.0,Delhi,2015,3,Spring
2015-03-31,17.3,10.1,32.7,0.0,Delhi,2015,3,Spring
2015-04-01,29.3,8.4,30.0,0.0,Delhi,2015,4,Spring
2015-04-02,22.2,11.9,30.0,0.0,Delhi,2015,4,Spring
2015-04-03,21.3,5.2,30.0,0.0,Delhi,2015,4,Spring
2015-04-04,26.6,6.7,30.0,0.0,Delhi,2015,4,Spring
2015-04-05,23.6,6.4,30.0,0.0,Delhi,2015,4,Spring
2015-04-06,24.4,2.1,30.0,0.0,Delhi,2015,4,Spring
2015-04-07,23.4,9.2,30.0,0.0,Delhi,2015,4,Spring
2015-04-08,24.5,9.0,30.0,0.0,Delhi,2015,4,Spring
2015-04-09,28.2,8.0,30.0,0.0,Delhi,2015,4,Spring
2015-04-10,26.6,7.1,30.0,0.0,Delhi,2015,4,Spring
2015-04-11,26.7,2.3,30.0,0.0,Delhi,2015,4,Spring
2015-04-12,22.2,6.3,30.0,0.0,Delhi,2015,4,Spring
2015-04-13,22.7,6.6,30.0,0.0,Delhi,2015,4,Spring
2015-04-14,19.3,4.8,30.0,0.0,Delhi,2015,4,Spring
2015-04-15,23.4,7.4,30.0,0.0,Delhi,2015,4,Spring
2015-04-16,26.9,9.6,30.0,0.0,Delhi,2015,4,Spring
2015-04-17,26.0,15.5,30.0,0.0,Delhi,2015,4,Spring
2015-04-18,24.6,8.7,30.0,0.0,Delhi,2015,4,Spring
2015-04-19,25.0,9.0,30.0,0.0,Delhi,2015,4,Spring
2015-04-20,23.6,7.7,30.0,0.0,Delhi,2015,4,Spring
2015-04-21,25.4,0.3,30.0,0.0,Delhi,2015,4,Spring
2015-04-22,26.5,7.9,30.0,0.0,Delhi,2015,4,Spring
2015-04-23,21.8,8.2,30.0,0.0,Delhi,2015,4,Spring
2015-04-24,25.6,17.9,30.0,0.0,Delhi,2015,4,Spring
2015-04-25,26.9,7.2,30.0,0.0,Delhi,2015,4,Spring
2015-04-26,24.2,9.2,30.0,0.0,Delhi,2015,4,Spring
2015-04-27,26.4,7.9,30.0,0.0,Delhi,2015,4,Spring
2015-04-28,30.6,3.3,30.0,0.0,Delhi,2015,4,Spring
2015-04-29,24.8,12.6,30.0,0.0,Delhi,2015,4,Spring
2015-04-30,25.8,11.0,30.0,0.0,Delhi,2015,4,Spring
2015-05-01,31.0,11.2,32.7,0.0,Delhi,2015,5,Spring
2015-05-02,32.9,4.4,32.7,0.0,Delhi,2015,5,Spring
2015-05-03,33.4,13.6,32.7,0.0,Delhi,2015,5,Spring
2015-05-04,32.9,2.4,32.7,0.0,Delhi,2015,5,Spring
2015-05-05,30.5,10.3,32.7,0.0,Delhi,2015,5,Spring
2015-05-06,32.9,16.8,32.7,0.0,Delhi,2015,5,Spring
2015-05-07,35.4,4.0,32.7,0.0,Delhi,2015,5,Spring
2015-05-08,33.4,5.7,32.7,0.0,Delhi,2015,5,Spring
2015-05-09,34.4,8.4,32.7,0.0,Delhi,2015,5,Spring
2015-05-10,32.0,6.0,32.7,0.0,Delhi,2015,5,Spring
2015-05-11,34.0,1.8,32.7,0.0,Delhi,2015,5,Spring
2015-05-12,33.1,8.3,32.7,0.0,Delhi,2015,5,Spring
2015-05-13,30.6,3.8,32.7,0.0,Delhi,2015,5,Spring
2015-05-14,33.1,9.9,32.7,0.0,Delhi,2015,5,Spring
2015-05-15,30.5,4.3,32.7,0.0,Delhi,2015,5,Spring
2015-05-16,31.2,14.2,32.7,0.0,Delhi,2015,5,Spring
2015-05-17,32.9,4.9,32.7,0.0,Delhi,2015,5,Spring
2015-05-18,33.1,6.7,32.7,0.0,Delhi,2015,5,Spring
2015-05-19,30.1,11.3,32.7,0.0,Delhi,2015,5,Spring
2015-05-20,34.6,3.1,32.7,0.0,Delhi,2015,5,Spring
2015-05-21,33.6,8.9,32.7,0.0,Delhi,2015,5,Spring
2015-05-22,31.1,13.2,32.7,0.0,Delhi,2015,5,Spring
2015-05-23,29.4,1.6,32.7,0.0,Delhi,2015,5,Spring
2015-05-24,32.2,8.7,32.7,0.0,Delhi,2015,5,Spring
2015-05-25,31.6,9.0,32.7,0.0,Delhi,2015,5,Spring
2015-05-26,32.7,11.1,32.7,0.0,Delhi,2015,5,Spring
2015-05-27,31.8,3.1,32.7,0.0,Delhi,2015,5,Spring
2015-05-28,28.5,2.7,32.7,0.0,Delhi,2015,5,Spring
2015-05-29,31.7,10.1,32.7,0.0,Delhi,2015,5,Spring
2015-05-30,31.9,9.2,32.7,0.0,Delhi,2015,5,Spring
2015-05-31,33.8,9.0,32.7,0.0,Delhi,2015,5,Spring
2015-06-01,36.6,9.4,40.0,0.54,Delhi,2015,6,Monsoon
2015-06-02,41.3,5.3,40.0,3.61,Delhi,2015,6,Monsoon
2015-06-03,34.2,8.9,40.0,3.56,Delhi,2015,6,Monsoon
2015-06-04,40.6,9.2,40.0,2.3,Delhi,2015,6,Monsoon
2015-06-05,37.5,5.1,40.0,13.51,Delhi,2015,6,Monsoon
2015-06-06,39.7,15.5,40.0,8.79,Delhi,2015,6,Monsoon
2015-06-07,38.1,9.9,40.0,5.97,Delhi,2015,6,Monsoon
2015-06-08,40.3,3.2,40.0,6.26,Delhi,2015,6,Monsoon
2015-06-09,37.2,10.6,40.0,3.1,Delhi,2015,6,Monsoon
2015-06-10,35.8,4.1,40.0,12.69,Delhi,2015,6,Monsoon
2015-06-11,40.8,11.1,40.0,5.93,Delhi,2015,6,Monsoon
2015-06-12,37.8,12.6,40.0,6.53,Delhi,2015,6,Monsoon
2015-06-13,38.4,4.7,40.0,9.89,Delhi,2015,6,Monsoon
2015-06-14,40.5,11.9,40.0,1.6,Delhi,2015,6,Monsoon
2015-06-15,35.9,9.7,40.0,8.23,Delhi,2015,6,Monsoon
2015-06-16,39.2,11.3,40.0,1.09,Delhi,2015,6,Monsoon
2015-06-17,36.8,15.6,40.0,2.12,Delhi,2015,6,Monsoon
2015-06-18,37.7,7.0,40.0,2.04,Delhi,2015,6,Monsoon
2015-06-19,38.1,5.0,40.0,19.2,Delhi,2015,6,Monsoon
2015-06-20,35.0,4.4,40.0,9.71,Delhi,2015,6,Monsoon
2015-06-21,36.4,4.7,40.0,6.04,Delhi,2015,6,Monsoon
2015-06-22,40.7,7.7,40.0,6.49,Delhi,2015,6,Monsoon
2015-06-23,39.8,9.4,40.0,4.13,Delhi,2015,6,Monsoon
2015-06-24,37.9,9.1,40.0,14.7,Delhi,2015,6,Monsoon
2015-06-25,38.5,11.3,40.0,3.43,Delhi,2015,6,Monsoon
2015-06-26,37.4,8.1,40.0,2.39,Delhi,2015,6,Monsoon
2015-06-27,40.7,13.8,40.0,0.89,Delhi,2015,6,Monsoon
2015-06-28,37.6,6.9,40.0,7.71,Delhi,2015,6,Monsoon
2015-06-29,38.5,18.9,40.0,6.63,Delhi,2015,6,Monsoon
2015-06-30,40.3,10.5,40.0,2.43,Delhi,2015,6,Monsoon
2015-07-01,38.4,4.6,50.0,0.13,Delhi,2015,7,Monsoon
2015-07-02,43.1,3.7,50.0,9.13,Delhi,2015,7,Monsoon
2015-07-03,36.9,9.9,50.0,0.06,Delhi,2015,7,Monsoon
2015-07-04,43.3,7.1,50.0,6.08,Delhi,2015,7,Monsoon
2015-07-05,39.3,10.9,50.0,17.58,Delhi,2015,7,Monsoon
2015-07-06,39.5,9.9,50.0,2.88,Delhi,2015,7,Monsoon
2015-07-07,36.2,7.7,50.0,1.34,Delhi,2015,7,Monsoon
2015-07-08,39.1,4.6,50.0,6.1,Delhi,2015,7,Monsoon
2015-07-09,37.9,1.9,50.0,8.49,Delhi,2015,7,Monsoon
2015-07-10,38.8,6.2,50.0,3.95,Delhi,2015,7,Monsoon
2015-07-11,39.7,11.4,50.0,17.06,Delhi,2015,7,Monsoon
2015-07-12,41.9,8.9,50.0,0.27,Delhi,2015,7,Monsoon
2015-07-13,40.4,3.0,50.0,3.51,Delhi,2015,7,Monsoon
2015-07-14,40.6,8.7,50.0,6.34,Delhi,2015,7,Monsoon
2015-07-15,37.8,9.5,50.0,9.93,Delhi,2015,7,Monsoon
2015-07-16,38.2,4.5,50.0,0.99,Delhi,2015,7,Monsoon
2015-07-17,43.6,8.6,50.0,8.05,Delhi,2015,7,Monsoon
2015-07-18,38.5,8.2,50.0,4.02,Delhi,2015,7,Monsoon
2015-07-19,43.3,3.4,50.0,2.53,Delhi,2015,7,Monsoon
2015-07-20,39.5,9.4,50.0,0.71,Delhi,2015,7,Monsoon
2015-07-21,40.0,10.2,50.0,10.02,Delhi,2015,7,Monsoon
2015-07-22,42.1,12.3,50.0,0.86,Delhi,2015,7,Monsoon
2015-07-23,42.5,12.2,50.0,1.85,Delhi,2015,7,Monsoon
2015-07-24,39.8,2.5,50.0,1.71,Delhi,2015,7,Monsoon
2015-07-25,39.2,4.2,50.0,10.26,Delhi,2015,7,Monsoon
2015-07-26,39.9,10.1,50.0,5.58,Delhi,2015,7,Monsoon
2015-07-27,40.7,10.1,50.0,7.96,Delhi,2015,7,Monsoon
2015-07-28,41.8,10.1,50.0,1.44,Delhi,2015,7,Monsoon
2015-07-29,40.0,23.4,50.0,4.9,Delhi,2015,7,Monsoon
2015-07-30,41.2,10.3,50.0,4.24,Delhi,2015,7,Monsoon
2015-07-31,43.3,12.5,50.0,8.94,Delhi,2015,7,Monsoon
2015-08-01,38.8,11.8,60.0,11.83,Delhi,2015,8,Monsoon
2015-08-02,38.6,10.6,60.0,0.06,Delhi,2015,8,Monsoon
2015-08-03,35.0,6.7,60.0,5.6,Delhi,2015,8,Monsoon
2015-08-04,32.7,11.0,60.0,0.27,Delhi,2015,8,Monsoon
2015-08-05,38.8,4.9,60.0,3.98,Delhi,2015,8,Monsoon
2015-08-06,37.8,7.1,60.0,1.7,Delhi,2015,8,Monsoon
2015-08-07,37.0,6.1,60.0,1.83,Delhi,2015,8,Monsoon
2015-08-08,38.5,8.3,60.0,2.18,Delhi,2015,8,Monsoon
2015-08-09,37.9,17.3,60.0,4.85,Delhi,2015,8,Monsoon
2015-08-10,40.2,0.5,60.0,2.03,Delhi,2015,8,Monsoon
2015-08-11,38.2,10.7,60.0,6.6,Delhi,2015,8,Monsoon
2015-08-12,36.5,1.5,60.0,2.59,Delhi,2015,8,Monsoon
2015-08-13,40.0,6.1,60.0,0.35,Delhi,2015,8,Monsoon
2015-08-14,37.6,12.4,60.0,7.66,Delhi,2015,8,Monsoon
2015-08-15,39.0,8.3,60.0,1.68,Delhi,2015,8,Monsoon
2015-08-16,37.0,3.7,60.0,2.83,Delhi,2015,8,Monsoon
2015-08-17,36.7,5.1,60.0,5.78,Delhi,2015,8,Monsoon
2015-08-18,38.2,10.7,60.0,2.02,Delhi,2015,8,Monsoon
2015-08-19,38.0,5.1,60.0,0.29,Delhi,2015,8,Monsoon
2015-08-20,39.0,8.9,60.0,2.34,Delhi,2015,8,Monsoon
2015-08-21,37.5,8.2,60.0,14.45,Delhi,2015,8,Monsoon
2015-08-22,34.3,5.4,60.0,5.13,Delhi,2015,8,Monsoon
2015-08-23,37.1,16.6,60.0,5.57,Delhi,2015,8,Monsoon
2015-08-24,39.6,10.5,60.0,5.0,Delhi,2015,8,Monsoon
2015-08-25,37.4,0.0,60.0,1.11,Delhi,2015,8,Monsoon
2015-08-26,37.5,8.7,60.0,2.71,Delhi,2015,8,Monsoon
2015-08-27,40.0,5.4,60.0,6.95,Delhi,2015,8,Monsoon
2015-08-28,36.6,11.4,60.0,0.53,Delhi,2015,8,Monsoon
2015-08-29,34.9,4.8,60.0,1.63,Delhi,2015,8,Monsoon
2015-08-30,37.7,7.5,60.0,1.62,Delhi,2015,8,Monsoon
2015-08-31,37.0,10.0,60.0,2.83,Delhi,2015,8,Monsoon
2015-09-01,30.6,11.5,67.3,19.65,Delhi,2015,9,Monsoon
2015-09-02,32.1,3.2,67.3,0.35,Delhi,2015,9,Monsoon
2015-09-03,33.5,6.7,67.3,3.66,Delhi,2015,9,Monsoon
2015-09-04,32.5,6.1,67.3,0.99,Delhi,2015,9,Monsoon
2015-09-05,33.1,5.4,67.3,17.65,Delhi,2015,9,Monsoon
2015-09-06,36.1,15.1,67.3,0.6,Delhi,2015,9,Monsoon
2015-09-07,31.8,9.6,67.3,2.58,Delhi,2015,9,Monsoon
2015-09-08,33.1,3.0,67.3,6.69,Delhi,2015,9,Monsoon
2015-09-09,31.5,11.7,67.3,6.1,Delhi,2015,9,Monsoon
2015-09-10,30.8,16.5,67.3,2.75,Delhi,2015,9,Monsoon
2015-09-11,31.3,12.1,67.3,2.13,Delhi,2015,9,Monsoon
2015-09-12,31.5,1.9,67.3,2.53,Delhi,2015,9,Monsoon
2015-09-13,33.2,6.1,67.3,1.53,Delhi,2015,9,Monsoon
2015-09-14,37.2,13.1,67.3,1.15,Delhi,2015,9,Monsoon
2015-09-15,31.1,5.2,67.3,3.3,Delhi,2015,9,Monsoon
2015-09-16,31.7,9.8,67.3,1.56,Delhi,2015,9,Monsoon
2015-09-17,32.4,11.1,67.3,1.69,Delhi,2015,9,Monsoon
2015-09-18,33.3,4.3,67.3,5.35,Delhi,2015,9,Monsoon
2015-09-19,33.0,7.8,67.3,17.29,Delhi,2015,9,Monsoon
2015-09-20,35.1,0.0,67.3,4.63,Delhi,2015,9,Monsoon
2015-09-21,27.6,3.9,67.3,0.4,Delhi,2015,9,Monsoon
2015-09-22,27.7,7.0,67.3,0.39,Delhi,2015,9,Monsoon
2015-09-23,31.5,3.0,67.3,15.12,Delhi,2015,9,Monsoon
2015-09-24,34.7,14.5,67.3,1.76,Delhi,2015,9,Monsoon
2015-09-25,29.4,2.3,67.3,0.48,Delhi,2015,9,Monsoon
2015-09-26,26.5,6.2,67.3,4.57,Delhi,2015,9,Monsoon
2015-09-27,33.6,8.5,67.3,4.89,Delhi,2015,9,Monsoon
2015-09-28,33.0,13.8,67.3,5.23,Delhi,2015,9,Monsoon
2015-09-29,30.3,2.3,67.3,1.56,Delhi,2015,9,Monsoon
2015-09-30,30.5,12.7,67.3,0.08,Delhi,2015,9,Monsoon
2015-10-01,23.1,8.0,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-02,25.2,4.1,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-03,23.7,9.8,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-04,26.0,8.8,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-05,19.3,5.6,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-06,23.3,8.3,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-07,22.7,6.5,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-08,24.5,8.5,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-09,23.9,10.6,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-10,26.6,14.3,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-11,21.3,3.0,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-12,25.1,16.5,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-13,26.1,0.2,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-14,28.7,7.4,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-15,24.0,10.4,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-16,25.6,9.1,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-17,21.4,5.5,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-18,20.2,7.2,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-19,26.7,6.0,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-20,25.0,5.6,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-21,27.4,11.4,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-22,22.3,9.4,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-23,26.0,5.2,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-24,28.7,11.6,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-25,25.8,9.2,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-26,25.6,11.3,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-27,25.0,10.5,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-28,21.9,4.7,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-29,27.7,5.8,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-30,23.8,11.0,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-10-31,26.0,10.4,70.0,0.0,Delhi,2015,10,Post-Monsoon
2015-11-01,14.4,7.9,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-02,15.1,8.5,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-03,20.4,13.1,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-04,16.8,5.6,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-05,20.4,10.2,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-06,17.3,7.2,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-07,13.8,7.1,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-08,19.3,12.4,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-09,16.3,11.3,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-10,18.9,11.3,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-11,17.6,13.2,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-12,14.4,8.1,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-13,17.8,10.7,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-14,21.9,6.8,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-15,18.5,9.3,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-16,17.4,7.5,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-17,19.7,8.4,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-18,17.9,10.4,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-19,17.9,4.7,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-20,15.3,16.4,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-21,18.0,4.0,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-22,19.6,3.1,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-23,15.8,12.6,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-24,20.3,11.2,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-25,17.3,10.5,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-26,15.7,10.5,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-27,19.5,8.0,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-28,16.9,4.4,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-29,19.0,8.3,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-11-30,16.9,5.3,67.3,0.0,Delhi,2015,11,Post-Monsoon
2015-12-01,11.9,11.9,60.0,0.0,Delhi,2015,12,Winter
2015-12-02,13.0,7.4,60.0,0.0,Delhi,2015,12,Winter
2015-12-03,12.6,4.7,60.0,0.0,Delhi,2015,12,Winter
2015-12-04,8.0,6.7,60.0,0.0,Delhi,2015,12,Winter
2015-12-05,9.8,9.7,60.0,0.0,Delhi,2015,12,Winter
2015-12-06,13.9,5.7,60.0,0.0,Delhi,2015,12,Winter
2015-12-07,11.7,4.7,60.0,0.0,Delhi,2015,12,Winter
2015-12-08,11.0,9.0,60.0,0.0,Delhi,2015,12,Winter
2015-12-09,9.3,9.0,60.0,0.0,Delhi,2015,12,Winter
2015-12-10,9.9,6.0,60.0,0.0,Delhi,2015,12,Winter
2015-12-11,8.0,6.1,60.0,0.0,Delhi,2015,12,Winter
2015-12-12,11.8,8.9,60.0,0.0,Delhi,2015,12,Winter
2015-12-13,10.8,2.2,60.0,0.0,Delhi,2015,12,Winter
2015-12-14,10.1,2.4,60.0,0.0,Delhi,2015,12,Winter
2015-12-15,11.9,5.1,60.0,0.0,Delhi,2015,12,Winter
2015-12-16,12.7,7.1,60.0,0.0,Delhi,2015,12,Winter
2015-12-17,16.2,9.2,60.0,0.0,Delhi,2015,12,Winter
2015-12-18,9.0,13.9,60.0,0.0,Delhi,2015,12,Winter
2015-12-19,14.3,11.4,60.0,0.0,Delhi,2015,12,Winter
2015-12-20,14.0,7.4,60.0,0.0,Delhi,2015,12,Winter
2015-12-21,10.5,7.9,60.0,0.0,Delhi,2015,12,Winter
2015-12-22,12.4,4.0,60.0,0.0,Delhi,2015,12,Winter
2015-12-23,11.1,7.9,60.0,0.0,Delhi,2015,12,Winter
2015-12-24,12.4,6.8,60.0,0.0,Delhi,2015,12,Winter
2015-12-25,15.0,9.3,60.0,0.0,Delhi,2015,12,Winter
2015-12-26,13.2,4.7,60.0,0.0,Delhi,2015,12,Winter
2015-12-27,13.0,10.1,60.0,0.0,Delhi,2015,12,Winter
